country,year,GDP_per_capita,GDP_growth,Primary_enrollment,Secondary_enrollment,Tertiary_enrollment,Education_expenditure,Population,YoY_GDP_per_capita,YoY_Primary_enrollment,YoY_Secondary_enrollment,YoY_Tertiary_enrollment
BGD,2000,620.560472822105,5.29329471892532,,48.7191314697266,5.46036005020142,2.12508010864258,134544304.0,,,,
BGD,2001,641.288922876274,5.07728777526728,,50.3141403198242,6.42439985275269,2.17193007469177,136805810.0,3.34,,3.27,17.66
BGD,2002,655.672139362272,3.83312393993225,,51.418098449707,6.13536977767944,2.01714992523193,138933658.0,2.24,,2.19,-4.5
BGD,2003,676.826252046427,4.73956739963045,,51.257080078125,6.19688987731934,2.06939005851746,140970351.0,3.23,,-0.31,1.0
BGD,2004,702.656357081873,5.23953291029852,,47.8641395568848,5.72883987426758,1.94014000892639,142902856.0,3.82,,-6.62,-7.55
BGD,2005,739.203718353409,6.53594493875502,99.953498840332,46.6028785705566,6.29582977294922,,144715786.0,5.2,,-2.64,9.9
BGD,2006,779.419570444998,6.67190498576788,99.9751205444336,47.0837898254395,7.24171018600464,2.13128995895386,146405973.0,5.44,0.02,1.03,15.02
BGD,2007,825.508229964537,7.05859935449848,98.1889877319336,47.9007186889648,7.86712980270386,2.20221996307373,147989278.0,5.91,-1.79,1.74,8.64
BGD,2008,866.45815762135,6.01378975738535,95.1065979003906,45.9643898010254,8.84245014190674,2.0545699596405,149474264.0,4.96,-3.14,-4.04,12.4
BGD,2009,901.729626251937,5.04512479919337,97.6258010864258,49.7341003417969,10.8163499832153,1.9394199848175,150873714.0,4.07,2.65,8.2,22.32
BGD,2010,943.66422864236,5.57178818533122,99.7353480605127,51.1863395008042,,,152201981.0,4.65,2.16,2.92,0.0
BGD,2011,995.579947155662,6.46437912497728,,51.5034958279718,13.5724172592163,2.13269996643066,153591076.0,5.5,0.0,0.62,25.48
BGD,2012,1050.39140404066,6.52145877906443,,53.6534004211426,13.667537689209,2.04667067527771,155070101.0,5.51,0.0,4.17,0.7
BGD,2013,1103.15695907123,6.01360565834344,,57.9590161381221,13.6510944366455,1.96616005897522,156532141.0,5.02,0.0,8.02,-0.12
BGD,2014,1159.40753475981,6.0610593588495,,,13.6534414291382,2.09871673583984,157964929.0,5.1,0.0,0.0,0.02
BGD,2015,1224.38647668165,6.55263987816197,,62.0312309265137,15.5907163619995,1.87225413322449,159383179.0,5.6,0.0,7.03,14.19
BGD,2016,1299.83091360792,7.11347821270093,,66.9232483057473,17.4021797180176,2.22119998931885,160811932.0,6.16,0.0,7.89,11.62
BGD,2017,1373.75363740186,6.59024999794057,109.125360305532,64.8559520731683,18.5305080413818,1.85040032863617,162186147.0,5.69,9.41,-3.09,6.48
BGD,2018,1462.25050255713,7.31941263014136,112.427695363555,67.4213697322793,19.70263671875,1.65589129924774,163523103.0,6.44,3.03,3.96,6.33
BGD,2019,1564.20802445636,7.88191515117722,,67.2209189141778,22.8052139282227,1.68138802051544,164913055.0,6.97,0.0,-0.3,15.75
BGD,2020,1604.6659234742,3.44801755122445,118.429237365723,69.0135708627668,22.538854598999,1.76528060436249,166298024.0,2.59,5.34,2.67,-1.17
BGD,2021,1702.08028414189,6.93867912442445,115.448180712787,70.2933328560227,23.40016746521,1.83117997646332,167658854.0,6.07,-2.52,1.85,3.82
BGD,2022,1804.3493461776,7.09982877575158,117.659457498739,71.8219832597133,22.8396492004395,1.71183669567108,169384897.0,6.01,1.92,2.17,-2.4
BRA,2000,6817.78424119813,4.38794944745618,,,,3.94893002510071,174018282.0,,,,
BRA,2001,6823.03397034029,1.38989640095637,,,,3.84468007087708,176301203.0,0.08,,,
BRA,2002,6944.62337530502,3.05346185909312,,,,3.75037002563477,178503484.0,1.78,,,
BRA,2003,6941.44045779811,1.14082899824888,,,,,180622688.0,-0.05,,,
BRA,2004,7258.78185202231,5.75996463670954,,,,3.97447991371155,182675143.0,4.57,,,
BRA,2005,7409.56913269792,3.20213206130431,,,,4.47908020019531,184688101.0,2.08,,,
BRA,2006,7622.04007171401,3.96198871122617,,,,4.87060022354126,186653106.0,2.87,,,
BRA,2007,8003.25413136092,6.06987060678338,,,,4.97425985336304,188552320.0,5.0,,,
BRA,2008,8330.76459882987,5.09419544658736,,,,5.26883983612061,190367302.0,4.09,,,
BRA,2009,8246.09707036353,-0.125812002161169,,,,5.46355009078979,192079951.0,-1.02,,,
BRA,2010,8792.63436164336,7.52822581815364,,,,5.64879989624023,193701929.0,6.63,,,
BRA,2011,9067.99316393419,3.97442307944702,,,,5.73741006851196,195284734.0,3.13,,,
BRA,2012,9167.49923975685,1.92117598576537,104.7822265625,94.3209762573242,43.2308502197266,5.85510015487671,196876111.0,1.1,,,
BRA,2013,9366.73932481225,3.00482266944432,109.945137023926,103.917678833008,44.3393707275391,5.8388500213623,198478299.0,2.17,4.93,10.17,2.56
BRA,2014,9338.34278324839,0.503955740242247,110.316459655762,102.635528564453,47.1568717956543,5.94848012924194,200085127.0,-0.3,0.34,-1.23,6.35
BRA,2015,8936.19661756825,-3.54576339269425,109.152183532715,100.920516967773,48.4340400695801,6.24105978012085,201675532.0,-4.31,-1.06,-1.67,2.71
BRA,2016,8577.8437669383,-3.27591690782192,108.757843017578,102.569511413574,48.3333396911621,6.314040184021,203218114.0,-4.01,-0.36,1.63,-0.21
BRA,2017,8628.25308951214,1.32286905404399,109.80850982666,103.015960693359,50.0267486572266,6.32047986984253,204703445.0,0.59,0.97,0.44,3.5
BRA,2018,8722.33630361577,1.783666761634,108.623291015625,105.00707244873,51.1916885375977,6.08851003646851,206107261.0,1.09,-1.08,1.93,2.33
BRA,2019,8771.44051336065,1.22077782360842,107.407470703125,103.953277587891,52.6240615844727,5.96346998214722,207455459.0,0.56,-1.12,-1.0,2.8
BRA,2020,8435.01143297182,-3.2767587964736,105.498199462891,104.125999450684,54.5727996826172,5.77150011062622,208660842.0,-3.84,-1.78,0.17,3.7
BRA,2021,8799.22945854927,4.76260437908608,103.4716796875,106.651901245117,56.8306198120117,5.4969801902771,209550294.0,4.32,-1.92,2.43,4.14
BRA,2022,9032.08481611491,3.01669435393015,103.970321655273,106.031188964844,60.3906211853027,,210306415.0,2.65,0.48,-0.58,6.26
CHN,2000,2193.89686642215,8.49009340597647,,59.2292213439941,7.55849981307983,,1262645000.0,,,,
CHN,2001,2359.57238513523,8.33573347817196,115.909858703613,62.1108283996582,9.22885990142822,,1271850000.0,7.55,,4.87,22.1
CHN,2002,2557.89161202627,9.13363078966614,,62.8491706848145,11.7157096862793,,1280400000.0,8.4,0.0,1.19,26.95
CHN,2003,2797.17665912283,10.0380304810393,,64.06201171875,14.391209602356,,1288400000.0,9.35,0.0,1.93,22.84
CHN,2004,3061.83317262874,10.1136213776263,,,16.7798404693604,,1296075000.0,9.46,0.0,0.0,16.6
CHN,2005,3390.71615945044,11.3945918098927,,,18.5551490783691,2.39190554618835,1303720000.0,10.74,0.0,0.0,10.58
CHN,2006,3800.76579592591,12.7209556654032,106.496429443359,74.2114868164062,20.509880065918,2.44128441810608,1311020000.0,12.09,-8.12,15.84,10.53
CHN,2007,4319.03139751247,14.2308609331955,106.728660583496,78.3460006713867,21.4464302062988,2.70073485374451,1317885000.0,13.64,0.22,5.57,4.57
CHN,2008,4711.64344921263,9.65067891939361,107.430740356445,82.9210891723633,21.8546905517578,3.63178825378418,1324655000.0,9.09,0.66,5.84,1.9
CHN,2009,5128.90412774381,9.39872563259674,106.631637573242,88.7780380249023,23.2702102661133,3.75152206420898,1331260000.0,8.86,-0.74,7.06,6.48
CHN,2010,5647.06872713954,10.6358710644913,105.000213623047,91.5271835327148,25.2860698699951,3.55966520309448,1337705000.0,10.1,-1.53,3.1,8.66
CHN,2011,6152.69687271855,9.55083217877568,103.869262695312,92.9864196777344,26.8075294494629,3.80921697616577,1345035000.0,8.95,-1.08,1.59,6.02
CHN,2012,6591.66249405644,7.86373644862111,103.43643951416,93.3106079101562,29.3250408172607,4.29788875579834,1354190000.0,7.13,-0.42,0.35,9.39
CHN,2013,7056.42309152349,7.76615009773009,102.930908203125,,32.7620315551758,4.1298041343689,1363240000.0,7.05,-0.49,0.0,11.72
CHN,2014,7532.78530130172,7.42576365632412,97.9485015869141,,43.8821907043457,4.10536003112793,1371860000.0,6.75,-4.84,0.0,33.94
CHN,2015,8016.44559489998,7.04132887873656,97.1544418334961,,47.4353790283203,4.24201250076294,1379860000.0,6.42,-0.81,0.0,8.1
CHN,2016,8516.52874235572,6.84876220495761,97.3906173706055,,49.7083587646484,4.20638513565063,1387790000.0,6.24,0.24,0.0,4.79
